Date,BTC_USD,USD_Index,TLT,HYG,US10Y_Yield,VIX,Nasdaq100,SP500
2025-03-28,84573,104.04,90.14,78.80,4.27,21.65,19281.40,5580.94
2025-03-31,82673,104.21,91.03,78.89,4.23,22.28,19278.45,5611.85
2025-04-01,85197,104.26,91.49,78.69,4.17,21.77,19436.42,5633.07
2025-04-02,82493,103.81,91.43,78.85,4.20,21.51,19581.78,5670.97
2025-04-03,83191,102.07,91.85,77.87,4.06,30.02,18521.47,5396.52
2025-04-04,83841,103.02,92.85,76.76,4.01,45.31,17397.70,5074.08
2025-04-07,79181,103.26,90.05,76.10,4.15,46.98,17430.68,5062.25
2025-04-08,76332,102.96,88.35,75.75,4.26,52.33,17090.40,4982.77
2025-04-09,82542,102.90,88.87,77.78,4.34,33.62,19145.06,5456.90
2025-04-10,79553,100.87,86.42,76.51,4.40,40.72,18343.57,5268.05
2025-04-11,83372,100.10,86.89,76.74,4.48,37.56,18690.05,5363.36
2025-04-14,84544,99.64,87.51,77.12,4.38,30.89,18796.02,5405.97
2025-04-15,83667,100.21,87.82,77.33,4.35,30.12,18830.23,5396.63
2025-04-16,84021,99.38,88.31,77.32,4.29,32.64,18257.64,5275.70
2025-04-17,84827,99.38,87.53,77.77,4.34,29.65,18258.09,5282.70
2025-04-21,87473,98.28,86.00,77.31,4.42,33.82,17808.30,5158.20
2025-04-22,93303,98.92,86.48,77.61,4.41,30.57,18276.41,5287.76
2025-04-23,93639,99.84,87.32,78.00,4.40,28.45,18693.26,5375.86
2025-04-24,93940,99.38,88.24,78.70,4.32,26.47,19214.40,5484.77
2025-04-25,94702,99.47,88.89,78.77,4.29,24.84,19432.56,5525.21
2025-04-28,95046,99.01,89.45,78.81,4.23,25.15,19427.29,5528.75
2025-04-29,94451,99.24,90.20,79.02,4.19,24.17,19544.95,5560.83
2025-04-30,94309,99.47,89.47,78.60,4.17,24.70,19571.02,5569.06
2025-05-01,96467,100.25,88.69,78.30,4.25,24.60,19786.71,5604.14
2025-05-02,96887,100.03,87.73,78.54,4.33,22.68,20102.61,5686.67
2025-05-05,94990,99.83,87.24,78.51,4.36,23.64,19967.94,5650.38
2025-05-06,96933,99.24,87.53,78.45,4.30,24.76,19791.35,5606.91
2025-05-07,97119,99.61,87.90,78.52,4.26,23.55,19867.97,5631.28
2025-05-08,103250,100.64,86.92,78.50,4.37,22.48,20063.56,5663.94
2025-05-09,102940,100.34,87.05,78.55,4.37,21.90,20061.45,5659.91
2025-05-12,102860,101.79,86.24,79.33,4.45,18.39,20868.15,5844.19
2025-05-13,104160,101.00,85.89,79.47,4.49,18.22,21197.70,5886.55
2025-05-14,103550,101.04,85.32,79.18,4.53,18.62,21319.21,5892.58
2025-05-15,103700,100.88,86.07,79.33,4.45,17.83,21335.82,5916.93
2025-05-16,103450,101.09,86.30,79.42,4.43,17.24,21427.94,5958.38
2025-05-19,105500,100.43,86.05,79.38,4.46,18.14,21447.05,5963.60
2025-05-20,106710,100.12,85.43,79.34,4.48,18.09,21367.37,5940.46
2025-05-21,109630,99.56,83.97,78.81,4.58,20.87,21080.36,5844.61
2025-05-22,111640,99.96,84.41,78.97,4.54,20.28,21112.47,5842.01
2025-05-23,107210,99.11,84.55,78.95,4.51,22.29,20915.65,5802.82
2025-05-27,108850,99.52,85.73,79.43,4.43,18.96,21414.99,5921.54
2025-05-28,107760,99.88,85.36,79.38,4.47,19.31,21318.17,5888.55
2025-05-29,105580,99.28,86.15,79.50,4.43,19.18,21363.95,5912.17
2025-05-30,104030,99.33,86.28,79.57,4.41,18.57,21340.99,5911.69
2025-06-02,105880,98.71,85.16,79.18,4.46,18.36,21491.75,5935.94
2025-06-03,105400,99.23,85.01,79.33,4.46,17.69,21662.58,5970.37
2025-06-04,104580,98.79,86.39,79.48,4.37,17.61,21721.92,5970.81
2025-06-05,101670,98.74,86.45,79.31,4.40,18.48,21547.43,5939.30
2025-06-06,104450,99.19,85.35,79.30,4.51,16.77,21761.79,6000.36
2025-06-09,110300,98.94,85.44,79.34,4.49,17.16,21797.87,6005.88
2025-06-10,110180,99.10,85.88,79.53,4.47,16.95,21941.92,6038.81
2025-06-11,108610,98.63,86.14,79.51,4.41,17.26,21860.80,6022.24
2025-06-12,105780,97.92,87.17,79.60,4.36,18.02,21913.32,6045.26
2025-06-13,106090,98.18,86.33,79.36,4.41,20.82,21631.04,5976.97
2025-06-16,106800,98.00,85.46,79.52,4.46,19.11,21937.57,6033.11
2025-06-17,104770,98.82,86.50,79.43,4.39,21.60,21719.08,5982.72
2025-06-18,105040,98.90,86.65,79.55,4.38,20.14,21719.69,5980.87
2025-06-20,103380,98.71,86.49,79.80,4.38,20.62,21626.39,5967.84
2025-06-23,105520,98.42,86.77,79.95,4.34,19.83,21856.33,6025.17
2025-06-24,106040,97.86,87.40,80.17,4.30,17.48,22190.52,6092.18
2025-06-25,107340,97.68,87.51,80.15,4.29,16.76,22237.74,6092.16
2025-06-26,106950,97.15,87.95,80.38,4.26,16.59,22447.29,6141.02
2025-06-27,107100,97.40,87.39,80.34,4.29,16.32,22534.20,6173.07
2025-06-30,107250,96.88,88.25,80.65,4.24,16.73,22679.01,6204.95
2025-07-01,105920,96.82,88.14,80.17,4.26,16.83,22478.13,6198.01
2025-07-02,108980,96.78,87.58,80.32,4.30,16.64,22641.89,6227.42
2025-07-03,109760,97.18,86.97,80.37,4.35,16.38,22866.97,6279.35
2025-07-07,108420,97.48,86.14,80.10,4.40,17.79,22685.57,6229.98
2025-07-08,109060,97.52,86.03,79.99,4.42,16.81,22702.25,6225.52
2025-07-09,111380,97.56,86.93,80.21,4.34,15.94,22864.91,6263.26
2025-07-10,115950,97.65,86.99,80.13,4.35,15.78,22829.26,6280.46
2025-07-11,117410,97.85,85.79,80.03,4.43,16.40,22780.60,6259.75
2025-07-14,119840,98.08,85.61,80.09,4.43,17.20,22855.63,6268.56
2025-07-15,117830,98.62,85.01,79.85,4.50,17.38,22884.59,6243.76
2025-07-16,118710,98.39,85.13,80.06,4.46,17.16,22907.97,6263.70
2025-07-17,119250,98.73,85.11,80.14,4.47,16.52,23081.05,6297.36
2025-07-18,118000,98.48,85.24,80.25,4.44,16.41,23065.47,6296.79
2025-07-21,117460,97.85,86.00,80.36,4.38,16.65,23180.06,6305.60
2025-07-22,119970,97.39,86.52,80.50,4.35,16.50,23063.58,6309.62
2025-07-23,118900,97.21,86.04,80.54,4.40,15.37,23162.41,6358.91
2025-07-24,118380,97.38,85.89,80.44,4.43,15.39,23219.87,6363.35
2025-07-25,117700,97.64,86.43,80.49,4.40,14.93,23272.25,6388.64
2025-07-28,118180,98.63,85.87,80.45,4.42,15.03,23356.27,6389.77
2025-07-29,118110,98.89,87.32,80.50,4.34,15.98,23308.30,6370.86
2025-07-30,118050,99.82,86.87,80.33,4.38,15.48,23345.41,6362.90
2025-07-31,115970,99.97,86.92,80.38,4.37,16.72,23218.12,6339.39
2025-08-01,113500,99.14,87.82,79.98,4.23,20.38,22763.31,6238.01
2025-08-04,115200,98.78,88.06,80.25,4.22,17.52,23188.61,6329.94
2025-08-05,114200,98.78,88.33,80.21,4.22,17.85,23018.56,6299.19
2025-08-06,115160,98.18,87.82,80.29,4.22,16.77,23315.04,6345.06
2025-08-07,117580,98.40,87.67,80.21,4.23,16.57,23389.53,6340.00
2025-08-08,116790,98.18,87.29,80.22,4.27,15.15,23611.27,6389.45
2025-08-11,118850,98.52,87.39,80.22,4.27,16.25,23526.63,6373.45
2025-08-12,119617,97.80,86.95,80.40,4.29,14.73,23839.20,6445.76
2025-08-13,122805,97.80,87.67,80.61,4.24,14.49,23849.04,6466.58
2025-08-14,118039,98.21,87.02,80.40,4.29,14.83,23832.44,6468.54
2025-08-15,117290,97.86,86.40,80.46,4.33,15.09,23712.07,6449.80
2025-08-18,116145,98.12,86.15,80.40,4.34,14.99,23713.76,6449.15
2025-08-19,113452,98.28,86.65,80.38,4.30,15.57,23384.77,6411.37
2025-08-20,114223,98.27,86.84,80.35,4.29,15.69,23249.57,6395.78
2025-08-21,112257,98.65,86.41,80.20,4.33,16.60,23142.58,6370.17
2025-08-22,116987,97.73,87.05,80.85,4.26,14.22,23498.12,6466.91
2025-08-25,110088,98.25,86.80,80.69,4.28,15.37,23425.61,6439.32
2025-08-26,111262,98.27,86.75,80.87,4.26,14.62,23525.29,6465.94
2025-08-27,112174,98.20,86.65,80.97,4.24,14.85,23565.85,6481.40
2025-08-28,111967,97.89,87.22,81.01,4.22,14.43,23703.45,6501.86
2025-08-29,107757,97.80,86.60,80.86,4.23,15.36,23415.42,6460.26
2025-09-02,111346,98.33,85.63,80.39,4.28,17.17,23231.11,6415.54
2025-09-03,112165,98.13,86.57,80.61,4.22,16.35,23414.84,6448.26
2025-09-04,110347,98.29,87.23,80.83,4.17,15.30,23633.01,6502.08
2025-09-05,111575,97.75,88.56,80.87,4.10,15.18,23652.44,6481.50
2025-09-08,111948,97.45,89.74,80.87,4.05,15.11,23762.30,6495.15
2025-09-09,111132,97.80,89.23,80.78,4.08,15.04,23839.80,6512.61
2025-09-10,113729,97.83,89.74,80.84,4.04,15.35,23849.27,6532.04
2025-09-11,114317,97.52,90.34,81.04,4.01,14.71,23992.56,6587.47
2025-09-12,116260,97.64,89.95,80.96,4.06,14.76,24092.19,6584.29
2025-09-15,115264,97.35,90.16,81.19,4.05,15.69,24293.78,6615.28
2025-09-16,116905,96.65,90.35,81.13,4.04,16.36,24274.25,6606.76
2025-09-17,115793,97.06,90.12,81.05,4.06,15.72,24223.69,6600.35
2025-09-18,117678,97.39,89.19,81.23,4.11,15.70,24454.89,6631.96
2025-09-19,115433,97.67,89.02,81.26,4.14,15.45,24626.25,6664.36
2025-09-22,112642,97.33,88.70,81.32,4.15,16.10,24761.07,6693.75
2025-09-23,111850,97.25,89.32,81.26,4.12,16.64,24580.17,6656.92
2025-09-24,113489,97.87,88.98,81.15,4.16,16.18,24503.57,6637.97
2025-09-25,109133,98.45,88.98,80.92,4.18,16.74,24397.31,6604.72
2025-09-26,109235,98.17,88.90,81.08,4.20,15.29,24503.85,6643.70
2025-09-29,114364,97.96,89.63,81.22,4.15,16.12,24611.35,6661.21
2025-09-30,114370,97.82,89.37,81.19,4.16,16.28,24679.99,6688.46
2025-10-01,117416,97.76,89.29,80.96,4.12,16.29,24800.86,6711.20
2025-10-02,120529,97.86,89.55,80.93,4.10,16.63,24892.76,6715.35
2025-10-03,122499,97.71,89.38,80.84,4.13,16.65,24785.52,6715.79
2025-10-06,125271,98.11,88.67,80.86,4.18,16.37,24978.56,6740.28
2025-10-07,122178,98.63,89.18,80.77,4.14,17.24,24840.23,6714.59
2025-10-08,123517,98.86,89.25,80.65,4.13,16.30,25136.62,6753.72
2025-10-09,121031,99.38,89.18,80.42,4.14,16.43,25098.18,6735.11
2025-10-10,116894,98.95,90.62,79.95,4.05,21.66,24221.75,6552.51
2025-10-13,115610,99.28,90.57,80.45,4.05,19.03,24750.25,6654.72
2025-10-14,112800,99.10,90.86,80.54,4.03,20.81,24579.32,6644.31
2025-10-15,111244,98.70,90.66,80.80,4.05,20.64,24745.36,6671.06
2025-10-16,107817,98.36,91.34,80.51,3.99,25.31,24657.24,6629.07
2025-10-17,107087,98.48,91.20,80.72,4.02,20.78,24817.95,6664.01
2025-10-20,111062,98.60,91.55,80.88,4.00,18.23,25141.02,6735.13
2025-10-21,111084,98.97,92.00,80.76,3.98,17.87,25127.13,6735.35
2025-10-22,107915,98.90,92.06,80.68,3.97,18.60,24879.01,6699.40
2025-10-23,109920,98.95,91.43,80.86,4.01,17.30,25097.42,6738.44
2025-10-24,110735,98.91,91.47,81.08,4.02,16.37,25358.16,6791.69
2025-10-27,114691,98.80,91.78,81.28,4.01,15.79,25821.54,6875.16
2025-10-28,112954,98.72,92.02,81.20,3.99,16.42,26012.16,6890.89
2025-10-29,111264,99.17,91.09,80.95,4.08,16.92,26119.85,6890.59
2025-10-30,107256,99.51,90.56,80.80,4.11,16.91,25734.81,6822.34
2025-10-31,109486,99.75,90.29,80.80,4.11,17.44,25858.13,6840.20
2025-11-03,106829,99.89,89.74,80.14,4.13,17.17,25972.94,6851.97
2025-11-04,99171,100.20,89.94,80.15,4.10,19.00,25435.70,6771.55
2025-11-05,103667,100.15,88.96,80.23,4.17,18.01,25620.03,6796.29
2025-11-06,100901,99.72,89.76,80.26,4.11,19.50,25130.04,6720.32
2025-11-07,103407,99.55,89.57,80.33,4.11,19.08,25059.81,6728.80
2025-11-10,105552,99.60,89.55,80.60,4.13,17.60,25611.74,6832.43
2025-11-11,102490,99.46,89.96,80.69,4.13,17.28,25533.49,6846.61
2025-11-12,101819,99.52,90.12,80.53,4.08,17.51,25517.33,6850.92
2025-11-13,98539,99.18,89.38,80.20,4.11,20.00,24993.46,6737.49
2025-11-14,94706,99.28,88.87,80.22,4.14,19.83,25008.24,6734.11
2025-11-17,91633,99.53,89.09,80.09,4.13,22.38,24799.92,6672.41
2025-11-18,92661,99.60,89.06,80.11,4.12,24.69,24503.10,6617.32
2025-11-19,90199,100.17,88.88,80.15,4.13,23.66,24640.52,6642.16
2025-11-20,87263,100.25,89.23,80.10,4.10,26.42,24054.38,6538.76
2025-11-21,85194,100.19,89.50,80.37,4.06,23.43,24239.57,6602.99
2025-11-24,88885,100.21,90.01,80.59,4.04,20.52,24873.85,6705.12
2025-11-25,87090,99.81,90.24,80.87,4.01,18.56,25018.36,6765.88
2025-11-26,90246,99.59,90.64,80.95,4.00,17.19,25236.94,6812.61
2025-11-28,91186,99.46,90.21,80.99,4.02,16.35,25434.89,6849.09
2025-12-01,86378,99.40,88.77,80.47,4.09,17.24,25342.85,6812.63
2025-12-02,91490,99.35,88.81,80.62,4.09,16.59,25555.86,6829.37
2025-12-03,93444,98.89,89.06,80.69,4.06,16.08,25606.54,6849.72
2025-12-04,92345,99.07,88.58,80.75,4.11,15.78,25581.70,6857.12
2025-12-05,89274,98.98,88.17,80.75,4.14,15.41,25692.05,6870.40
2025-12-08,91108,99.11,87.88,80.55,4.17,16.66,25627.95,6846.51
2025-12-09,92947,99.24,87.97,80.46,4.18,16.93,25668.69,6840.51
2025-12-10,92642,98.67,88.31,80.73,4.13,15.77,25776.44,6886.68
2025-12-11,93155,98.33,88.19,80.72,4.14,14.85,25686.69,6901.00
2025-12-12,90283,98.40,87.34,80.57,4.19,15.74,25196.73,6827.41
2025-12-15,86146,98.28,87.40,80.61,4.18,16.50,25067.27,6816.51
2025-12-16,87835,98.21,87.88,80.66,4.15,16.48,25132.94,6800.26
2025-12-17,85725,98.39,87.80,80.56,4.16,17.62,24647.61,6721.43
2025-12-18,85353,98.44,88.22,80.78,4.12,16.87,25019.37,6774.76
2025-12-19,87980,98.71,87.55,80.36,4.16,14.91,25346.18,6834.50
2025-12-22,88513,98.26,87.36,80.43,4.17,14.08,25461.70,6878.49
2025-12-23,87662,97.92,87.50,80.49,4.18,14.00,25587.83,6909.79
2025-12-24,87702,97.98,88.03,80.64,4.15,13.47,25656.15,6932.05
2025-12-26,87472,98.05,87.74,80.60,4.14,13.60,25644.39,6929.94
2025-12-29,87191,98.00,88.07,80.63,4.12,14.20,25525.56,6905.74
2025-12-30,88168,98.23,87.86,80.71,4.14,14.33,25462.56,6896.24
2025-12-31,87685,98.27,87.16,80.63,4.18,14.95,25249.85,6845.50
2026-01-02,89869,98.42,87.03,80.67,4.19,14.51,25206.17,6858.47
2026-01-05,94093,98.31,87.46,80.88,4.17,14.90,25401.32,6902.05
2026-01-06,93475,98.61,87.28,80.90,4.18,14.75,25639.71,6944.82
2026-01-07,90977,98.74,87.79,80.88,4.15,15.38,25653.90,6920.93
2026-01-08,91203,98.90,87.35,80.94,4.19,15.45,25507.10,6921.46
2026-01-09,90364,99.15,87.93,81.00,4.18,14.49,25766.26,6966.28
2026-01-12,91276,98.89,87.67,81.04,4.19,15.12,25787.66,6977.27
2026-01-13,94225,99.16,87.82,81.04,4.18,15.98,25741.95,6963.74
2026-01-14,97634,99.09,88.33,81.04,4.15,16.75,25465.94,6926.60
2026-01-15,95432,99.35,88.31,81.04,4.17,15.84,25547.07,6944.47
2026-01-16,95504,99.36,87.80,81.09,4.24,15.86,25529.26,6940.01
2026-01-20,89422,98.56,86.65,80.88,4.30,20.09,24987.57,6796.86
2026-01-21,90109,98.78,87.31,81.12,4.26,16.90,25326.58,6875.62
2026-01-22,89419,98.28,87.69,81.18,4.26,15.64,25518.35,6913.35
2026-01-23,89405,97.44,87.93,81.14,4.24,16.09,25605.47,6915.61
2026-01-26,87889,97.08,88.35,81.18,4.22,16.15,25713.21,6950.23
2026-01-27,89087,95.81,87.80,81.17,4.24,16.35,25939.74,6978.60
2026-01-28,89202,96.40,87.60,81.04,4.26,16.35,26022.79,6978.03
2026-01-29,84313,96.18,87.62,81.03,4.24,16.88,25884.29,6969.01
2026-01-30,83941,97.14,87.13,81.10,4.26,17.01,25552.39,6939.03
2026-02-02,78439,97.58,86.55,80.77,4.29,16.34,25738.61,6976.44
2026-02-03,76186,97.35,86.76,80.72,4.28,18.00,25338.62,6917.81
2026-02-04,73120,97.65,86.54,80.62,4.29,18.64,24891.24,6882.72
2026-02-05,63710,97.95,87.48,80.53,4.21,21.77,24548.69,6798.40
2026-02-06,70235,97.61,87.54,80.81,4.22,17.76,25075.77,6932.30
2026-02-09,69951,96.87,87.52,80.92,4.22,17.36,25268.14,6964.82
2026-02-10,68464,96.86,88.53,80.84,4.16,17.79,25127.64,6941.81
2026-02-11,68143,96.92,88.06,80.83,4.18,17.65,25201.26,6941.47
2026-02-12,65746,96.92,89.23,80.79,4.09,20.82,24687.61,6832.76
2026-02-13,68837,96.86,89.72,80.85,4.04,20.60,24732.73,6836.17
2026-02-17,67510,97.14,89.87,80.81,4.05,20.29,24701.60,6843.22
2026-02-18,66403,97.72,89.53,80.91,4.09,19.62,24898.87,6881.31
2026-02-19,67033,97.84,89.62,80.94,4.08,20.23,24797.34,6861.89
2026-02-20,67791,97.73,89.41,81.00,4.08,19.09,25012.62,6909.51
2026-02-23,64592,97.73,89.74,80.87,4.03,21.01,24708.94,6837.75
2026-02-24,64033,97.88,89.90,80.81,4.04,19.55,24977.04,6890.07
2026-02-25,69512,97.68,89.91,80.92,4.05,17.93,25329.04,6946.13
2026-02-26,67396,97.77,90.27,80.85,4.02,18.63,25034.37,6908.86
2026-02-27,65628,97.64,90.82,80.72,3.97,19.86,24960.04,6878.88
2026-03-02,69439,98.53,89.61,80.28,4.05,21.44,24992.60,6881.62
2026-03-03,67922,99.04,89.43,80.12,4.06,23.57,24720.08,6816.63
2026-03-04,73323,98.78,89.15,80.40,4.09,21.15,25093.68,6869.50
2026-03-05,71143,99.06,88.79,80.08,4.13,23.75,25020.41,6830.71
2026-03-06,68153,98.90,88.46,79.69,4.15,29.49,24643.02,6740.02
2026-03-09,68887,98.86,89.23,80.17,4.12,25.50,24967.25,6795.99
2026-03-10,70205,98.83,88.28,80.04,4.15,24.93,24956.47,6781.48
2026-03-11,70205,99.23,87.14,79.86,4.21,24.23,24965.01,6775.80
2026-03-12,70492,99.66,86.97,79.35,4.27,27.29,24533.58,6672.62
2026-03-13,70871,100.36,86.54,79.20,4.28,27.19,24380.73,6632.19
2026-03-16,75921,99.74,87.21,79.45,4.22,23.51,24655.34,6699.38
2026-03-17,73922,99.33,87.45,79.81,4.20,22.37,24780.42,6716.09
2026-03-18,71086,100.23,86.96,79.40,4.26,25.09,24425.09,6624.70
2026-03-19,70270,99.16,87.49,79.66,4.28,24.06,24355.28,6606.49
2026-03-20,70523,99.65,85.83,78.92,4.39,26.78,23898.15,6506.48
2026-03-23,70915,98.95,86.39,79.44,4.33,26.15,24188.59,6581.00
2026-03-24,70294,99.18,86.01,79.17,4.39,26.95,24002.45,6556.37
2026-03-25,71371,99.64,86.84,79.42,4.33,25.33,24162.98,6591.90
2026-03-26,68792,99.90,86.11,78.92,4.42,27.44,23586.99,6477.16
2026-03-27,66365,100.19,85.64,78.72,4.44,31.05,23132.77,6368.85
2026-03-30,67682,100.51,86.78,78.81,4.34,30.61,22953.38,6343.72
2026-03-31,68209,99.86,86.69,79.56,4.31,25.25,23740.19,6528.52
2026-04-01,68108,99.55,86.26,79.37,4.32,24.54,24019.99,6575.32
2026-04-02,66937,100.03,86.79,79.56,4.31,23.87,24045.53,6582.69
2026-04-06,69323,99.99,86.65,79.70,4.34,24.17,24192.17,6611.83
2026-04-07,72485,99.52,86.64,79.72,4.34,25.78,24202.37,6616.85
2026-04-08,71263,99.00,86.92,80.19,4.29,21.04,24903.17,6782.81
2026-04-09,71733,98.79,86.70,80.28,4.29,19.49,25082.09,6824.66
2026-04-10,72684,98.65,86.49,79.96,4.32,19.23,25116.34,6816.89
2026-04-13,74574,98.37,86.75,80.26,4.30,19.12,25383.72,6886.24
2026-04-14,74020,98.11,87.21,80.50,4.26,18.36,25842.00,6967.38
2026-04-15,75303,98.05,86.83,80.46,4.28,18.17,26204.58,7022.95
2026-04-16,74940,98.18,86.28,80.35,4.31,17.94,26333.00,7041.28
2026-04-17,77202,98.23,87.07,80.65,4.25,17.48,26672.43,7126.06
